url,sid1,news_title,news_desc,date
https://n.news.naver.com/mnews/article/003/0011795669?sid=102,102,저출산의 경고…경북지역 초등학교 신입생 '0명' 32개교,나타나 저출산 문제에 대한 획기적 대책이 필요해 보인다. 합계출산율 2.1명 미만을 저출산이라고 하지만 우리나라는 이미 지난 1983년 합계출산율 2.06명으로 40년 이상 국가가 지속되고 있다. 전국 17개 시...,1일 전
https://n.news.naver.com/mnews/article/014/0004996055?sid=004,004,[강남시선] 저출산 현실적 대안 고민해야,정부가 저출산에 대한 위기의식을 느낀 것이 2005년이다. 당시 합계출산율은 2.08명이었다. 이후 정부에서도 지속적으로 대책을 내놨다. 그럼에도 불구하고 출산율은 왜 계속 떨어지는 것일까. 첫번째는 여성의...,14시간 전
https://n.news.naver.com/mnews/article/001/0013875640?sid=102,102,"오세훈, '엄빠 기자단'과 저출산 정책 간담회",오세훈 서울시장이 12일 오전 시청에서 서울시 엄빠(엄마아빠) 기자단 간담회에 참석해 저출산 정책 관련 의견을 듣고 있다. 2023.4.12,20시간 전
https://n.news.naver.com/mnews/article/081/0003353224?sid=101,101,고령층 ‘고용호황’ vs 청년층 ‘고용절벽’… 결국 고령화·저출산 탓,60세 이상 취업자 수가 급증하는 동시에 20대 이하 취업자 수가 급감하는 것이 결국 ‘저출산·고령화’라는 인구구조 변화에서 비롯된 현상이란 것이다. 업종별로는 제조업 취업자 수가 4만 9000명 줄었다. 제조업...,17시간 전
https://n.news.naver.com/mnews/article/421/0006743056?sid=102,102,"서울시, 엄마아빠와 함께 저출산 대응 정책 논의",= 오세훈 서울시장이 12일 오전 서울시청 대회의실에서 열린 '서울 엄마아빠에게 듣는다' 간담회에서 인사말을 하고 있다. 2023.4.12/뉴스1,19시간 전
https://n.news.naver.com/mnews/article/057/0001735278?sid=102,102,“저출산 위기 극복한다”... 충북도 100대 인구정책 사업 추진,"충북도가 전국 출생률 1위를 목표로 저출산·지방소멸 위기 극복을 위한 인구 정책을 추진합니다. 인구정책 3대 전략 7개 과제, 100대 주요 세부사업을 확정한 겁니다. 이를 이행하기 위해 모두 1조3715억원을 투입됩니다....",16시간 전
https://n.news.naver.com/mnews/article/021/0002566227?sid=100,100,"인구특위 “저출산 대책, 결혼지원 정책부터”",“혼인 줄며 출생아 수 감소” 국회 인구위기특별위원회가 저출산 해법을 찾기 위해 토론회를 열고... 국회 인구특위와 대한노인회는 12일 오전 10시 서울 여의도 국회도서관 대강당에서 ‘ 해소 방안 정책토론회’...,21시간 전
https://n.news.naver.com/mnews/article/448/0000404010?sid=104,104,"""日 기시다 지지율 38%로 상승세 멈춰…저출산 대책 기대 못해""","총리의 저출산 대책에 대해 좋게 평가하지 않은 이들의 내각 지지율은 19%로 극단적으로 낮았다""고 분석했다. 일본 정부는 지난달 31일 저출산 경향을 반전시키기 위해 아동수당의 소득 제한을 철폐해 고소득 가정에도...",2일 전
https://n.news.naver.com/mnews/article/003/0011799627?sid=101,101,"`키즈 돌봄'에 진심...하나금융, 저출산 위기 극복 '100호 어린이집 건립'[은...",대한민국 저출산 문제 해결과 맞벌이 가정의 일·가정 양립을 지원하고 미래 세대를 키우는 보육시설의... 직접 고용되는 2000여명의 보육교사를 포함해 약 4500명의 직·간접 일자리를 창출해 과 경력단절...,17시간 전
https://n.news.naver.com/mnews/article/421/0006743055?sid=102,102,오세훈 서울시장 '저출산 문제 대책은?',= 오세훈 서울시장이 12일 오전 서울시청 대회의실에서 열린 '서울 엄마아빠기자단' 간담회에서 인사말을 하고 있다. 2023.4.12/뉴스1,19시간 전
