url,sid1,news_title,news_desc,date
https://n.news.naver.com/mnews/article/003/0011798731?sid=102,102,"출산율 1위 달성…충북도, 100개 인구 사업 추진","충북도가 합계출산율 전국 1위를 목표로 100개 인구 사업을 추진한다. 도는 저출산, 지방소멸 위기 극복을 위한 '민선 8기 충북도 인구정책 추진전략'을 수립했다고 12일 밝혔다. 3대 목표는 합계(가임기 여성이...",21시간 전
https://n.news.naver.com/mnews/article/422/0000593437?sid=102,102,"합계출산율 꼴찌에…서울시 ""산후조리비 100만원""",지난해 우리나라 평균 합계출산율은 0.78명. 가임기 여성 1명이 낳을 것으로 예상되는 평균 출생아 수를 뜻 하는데 서울은 0.59명을 기록해 전국에서 가장 낮았습니다. 합계 전국 꼴찌란 오명 속 서울시는 당장...,1일 전
https://n.news.naver.com/mnews/article/014/0004996055?sid=004,004,[강남시선] 저출산 현실적 대안 고민해야,이 문장은 지난 50년 동안 출산율에 대한 극명한 변화를 보여준다. 지난해 우리나라 평균 합계출산율은 0.78명이다. 정부가 저출산에 대한 위기의식을 느낀 것이 2005년이다. 당시 합계은 2.08명이었다. 이후...,15시간 전
https://n.news.naver.com/mnews/article/015/0004831791?sid=104,104,"日, 12년째 인구 감소…1억2500만명선 붕괴",특수합계출산율(여성 한 명이 일생 동안 낳을 것으로 예상되는 자녀 수)이 2차 세계대전 이후 최소인 1.57명을 기록한 해다. 저출산 대책이 일부 효과를 나타내면서 2015년 은 1.45명까지 회복됐다. 하지만...,15시간 전
https://n.news.naver.com/mnews/article/003/0011795669?sid=102,102,저출산의 경고…경북지역 초등학교 신입생 '0명' 32개교,지난해 우리나라 합계출산율은 0.78명으로 바닥이 어디인지 그 누구도 장담을 할 수 없는 상황인 가운데... 합계출산율 2.1명 미만을 저출산이라고 하지만 우리나라는 이미 지난 1983년 합계 2.06명으로 40년...,1일 전
https://n.news.naver.com/mnews/article/025/0003272336?sid=102,102,쌍둥이면 200만원…'출산율 꼴찌' 서울 산후조리 경비 준다,지난해 서울 합계 출산율은 17개 시·도 가운데 꼴찌(0.59명)였다. 9월부터 시행…소득 기준 요건 없어 서울시 산후조리 경비는 오는 9월1일부터 준다. 서울시에서 6개월 이상 거주한 출산 가정이 대상이다. 출산일...,1일 전
https://n.news.naver.com/mnews/article/056/0011462045?sid=101,101,아기 울음소리 줄었지만…영유아용품 시장은 급성장,"매년 하락에 하락을 거듭하고 있는 출산율. 소아과부터 어린이집, 유치원까지 적지 않은 타격을 받고... [박영건/영유아 가구업체 대표 : ""'(출산율이) 반 수준으로 떨어졌다'라고 느낄 수 있는데요. 반면 시장규모는...",3일 전
https://n.news.naver.com/mnews/article/005/0001600241?sid=101,101,분만취약지 출생아 2만5811명… 1년 새 11.3% 급감,전국적인 합계출산율 감소 추세에 가임기 여성의 이탈이 더해진 여파로 풀이된다. 10일 통계청... 산부인과나 분만실이 없는 지역의 출산율은 급락했다. 2021년 12월 기준 영업 중인 산부인과나 분만실이 없던...,2일 전
https://n.news.naver.com/mnews/article/366/0000891986?sid=102,102,"출산율 1.3명 日, ‘차원이 다른’ 저출산 대책…‘0.78명’ 한국보다 구체적","지난해 한국의 합계출산율은 0.78명으로 세계에서 가장 낮고, 일본은 출생아 수가 예상보다 11년 빨리... 합계출산율은 역대 최저인 0.78명을 기록했다”며 “왜 실패했는지 원인을 제대로 파악해야 할 것”이라고 했다....",4일 전
https://n.news.naver.com/mnews/article/023/0003756605?sid=102,102,"출산율 꼴찌 한국에 번성하는 산후 조리원, 사치인가 한국적 대안인가","세계 최저 출산율을 기록하고 있는 한국에서 산후조리원은 논쟁적이다. 특히 지난달 서울 강남 최고급 산후조리원에서 신생아들이 호흡기세포융합바이러스(RSV)에 집단 감염된 사실이 알려지면서, 산후조리원의 효용과...",5일 전
https://n.news.naver.com/mnews/article/015/0004831931?sid=110,110,[다산칼럼] 10년 후 GDP: 우울한 전망과 대응책,"세계 최저 출산율, 2021년에 정점을 찍고 감소하는 전체 인구, 빠르게 진행되는 인구 고령화, 2019년을... 생산가능 인구 비율 상승은 출산율 상승으로만 해결되지 않는다. 상승은 만약 성공해도 효과가 20년 후에...",9시간 전
https://n.news.naver.com/mnews/article/001/0013866375?sid=104,104,세계 인구 정점 예상보다 낮을수도…아프리카 출산율 '주춤',이코노미스트 분석…阿도시 거주 여성 출산율 30∼40% 낮아 피임약 사용·여성 교육 증가 등 영향 최근 몇 년간 아프리카 지역의 출산율이 가파르게 하락하고 있어 세계 인구 정점도 예상보다 낮을 수 있다는 분석이...,5일 전
https://n.news.naver.com/mnews/article/003/0011791285?sid=102,102,'합계출산율 전국 1위' 영광군 인구 전년대비 61명 증가,"그 결과 4년 연속 '합계출산율 전국 1위'를 달성했고, 혼인 건수도 3월 말 기준 62건으로 전년 동월 32건 대비 30건이 증가했다. 또 강종만 영광군수를 중심으로 각종 유관기관과 학교를 방문해 펼치는 '찾아가는 주소...",5일 전
https://n.news.naver.com/mnews/article/003/0011775006?sid=102,102,"국민연금, 출산율·경제 전망 밝아도 이대로면 2056년 소진",기자 = 출산율이 예상보다 높고 경제 전망이 밝더라도 국민연금 제도를 현행대로 유지할 경우 기금이... 따르면 출산율 등 인구변수와 경제 변수 등을 적용한 시나리오에서 기금 소진시점은 2055~2056년으로 불과 1년...,2023.03.31.
https://n.news.naver.com/mnews/article/008/0004874399?sid=101,101,고작 30세가 노처녀라니…2023년 '김삼순'은 몇 살이어야 할까?,비혼·만혼의 증가는 자연스럽게 출산율 저하로 이어졌다. 전문가들은 가임기 여성 1명이 평생 낳을 것으로 기대되는 자녀 수를 의미하는 합계출산율의 적정 수준을 2.1명으로 보고 있다. 그러나 1983년 2....,3시간 전
