url,title,desc,body
https://n.news.naver.com/mnews/article/003/0011801212?sid=102,"서울시, 반려동물 광견병 예방접종 지원…1만원에 가능",기사내용 요약 13~29일 동물병원 824곳서 진행 서울시가 반려동물인 3개월령 이상 개와 고양이를 대상으로 오는 13일부터 29일까지 '광견병 예방접종'을 실시한다. 13일 서울시에 따르면 시는 광견병 예방접종,"기사내용 요약
13~29일 동물병원 824곳서 진행
[서울=뉴시스]광견병 예방접종.(사진=서울시 제공) *재판매 및 DB 금지


[서울=뉴시스] 권혁진 기자 = 서울시가 반려동물인 3개월령 이상 개와 고양이를 대상으로 오는 13일부터 29일까지 '광견병 예방접종'을 실시한다.

13일 서울시에 따르면 시는 광견병 예방접종 지원을 위해 광견병 백신 약 5만 마리 분을 공급한다. 시민은 반려동물과 함께 거주지 인근 지정 동물병원을 방문하고 시술료 1만원만을 지불하면 광견병 예방접종이 가능하다.

광견병 예방접종에는 824개소 동물병원이 참여하며, 관할 자치구 홈페이지에서 확인할 수 있다.

광견병 예방접종 지원은 반려견의 경우 동물등록이 돼 있어야 가능하다. 동물등록은 서울시에서 지원하는 내장형 동물등록사업을 통해 1만원만 부담하면 할 수 있다. 내장형 동물등록은 칩을 삽입해 분실, 훼손의 염려가 없는 동물등록 방법이다.

광견병은 바이러스성 질환으로 뇌염, 신경 증상 등 중추신경계 이상을 일으켜 발병 시 대부분 사망하게 되는 인수공통감염병이다. 주로 야생동물(너구리 등)에 물리거나 할퀴는 접촉에 의해 사람과 가축·반려동물에 전파된다.

국내에선 2013년 이후 발생 사례가 없지만 치사율이 높아 개·고양이를 포함한 모든 온혈동물은 감염을 주의해야 한다．"
https://n.news.naver.com/mnews/article/015/0004831950?sid=100,"김건희 ""동물학대 보면 3박4일 잠 못자…개 식용 종식할 것""","동물권 보호에 목소리를 높이고 있는 김건희 여사가 동물보호단체 관계자들과 만나 ""개 식용을 정부 임기 내에 종식하도록 노력하겠다. 그것이 저의 본분이라고 생각한다""고 밝힌 것으로 전해졌다. 김 여사는 최근 청와대","동물보호단체 만난 김건희 여사
""尹정부 임기 내 개 식용 종식""
김건희 여사가 지난해 5월 11일 오전 서울 서초구 자택에서 윤석열 대통령 출근길 배웅에 나서고 있다. / 사진=연합뉴스

동물권 보호에 목소리를 높이고 있는 김건희 여사가 동물보호단체 관계자들과 만나 ""개 식용을 정부 임기 내에 종식하도록 노력하겠다. 그것이 저의 본분이라고 생각한다""고 밝힌 것으로 전해졌다.

김 여사는 최근 청와대 상춘재에서 열린 동물보호단체 관계자들과 비공개 초청 오찬에서 이같이 말했다고 뉴스1이 지난 12일 보도했다. 이 자리에는 동물자유연대, 카라 등 동물권 단체 관계자들이 참석했다.

김 여사는 ""(TV 프로그램) 동물농장에서 학대 장면을 보면 3박 4일 잠을 못 잔다""면서 동물에 대한 각별한 애정을 드러냈다고 한다. 윤석열 대통령이 반려동물을 위해 직접 수제 간식을 만든 에피소드도 소개한 것으로 알려졌다. 특히 김 여사는 ""개 식용을 정부 임기 내에 종식하도록 노력하겠다""는 의지를 밝혔다.

대통령실 관계자는 ""대통령이 다 가지 못하는 자리에는 김 여사가 대신 가고 있고, 요청도 많다""며 ""약자, 예술, 환경, 기후변화, 반려동물 등 여사가 갈 수 있는 행사엔 되도록 참석해 힘이 돼 드리려고 한다""고 말했다.

사진=뉴스1

개 식용 문제는 1980년대부터 사회와 정치권의 '뜨거운 감자'로 꼽혀왔다. 이와 동시에 국내에서는 여전히 찬반이 엇갈리고 있는 해묵은 논란이기도 하다. 다만 최근 김 여사가 '개 식용 종식'을 강하게 주장하고 나서면서 다시 주목받기 시작했다.

김 여사는 지난해 6월 13일 언론 인터뷰에서 ""경제 규모가 있는 나라 중 개를 먹는 곳은 우리나라와 중국뿐""이라며 개 식용 종식을 주장한 바 있다. 김 여사가 윤 대통령을 동반하지 않고 홀로 목소리를 낸 건 이 인터뷰가 처음이었는데, 첫 주제는 '동물권 보호'였다.

당시 김 여사는 ""(윤석열 정부에서) 동물 학대와 유기견 방치, 개 식용 문제 등에서 구체적 성과가 나오길 바란다. 한국에 대한 반 정서를 가지게 할 수 있기 때문에, 보편적인 문화는 선진국과 공유돼야 한다고 생각한다""면서 ""(개 식용 종식은) 정책으로 해결할 수 있다고 본다. 영세한 식용업체들에 업종 전환을 위한 정책 지원을 해주는 방식도 있을 것 같다""고 제안했다."
https://n.news.naver.com/mnews/article/056/0011464843?sid=101,태백 반려동물 놀이터 오는 15일 재개장,"겨울철에 휴장했던 태백 반려동물 놀이터가 오는 15일 다시 개장해, 11월 30일까지 운영됩니다. 운영 시간은 매주 월요일과 우천 시를 제외한 매일 오전 9시부터 오후 6시까지이며, 여름철에는 오후 7시까지","태백 반려동물 놀이터 오는 15일 재개장
KBS뉴스
|
재생 수
113
00:00 | 00:27
자막
자막
화질 선택 옵션
자동



[KBS 강릉]겨울철에 휴장했던 태백 반려동물 놀이터가 오는 15일 다시 개장해, 11월 30일까지 운영됩니다.

운영 시간은 매주 월요일과 우천 시를 제외한 매일 오전 9시부터 오후 6시까지이며, 여름철에는 오후 7시까지 연장됩니다.

태백 반려동물 놀이터는 소도동 1,500제곱미터에 조성됐으며, 동물 등록한 반려동물만 입장할 수 있습니다."
https://n.news.naver.com/mnews/article/421/0006744936?sid=103,반려동물 털 관리 방법은…심하게 빠지면 질병 의심해야[펫카드],최서윤 동물문화전문기자 = 황사와 미세먼지가 극심한 봄이 왔다. 창문 여는 것도 조심스러운 상황. 반려동물을 키우고 있다면 집에서 날리는 털 때문에 두 배로 힘들 수 있다. 평소 반려동물 털 관리를 잘해놔야 청소가,"펫카드(카드뉴스 제작툴_tyle.io)


(서울=뉴스1) 최서윤 동물문화전문기자 = 황사와 미세먼지가 극심한 봄이 왔다. 창문 여는 것도 조심스러운 상황.

반려동물을 키우고 있다면 집에서 날리는 털 때문에 두 배로 힘들 수 있다. 평소 반려동물 털 관리를 잘해놔야 청소가 수월하다. 반려동물 또한 피부질환으로부터 보호할 수 있다.

13일 믿을 수 있는 동물병원그룹 '벳아너스'와 '굿케어동물의료센터'에 따르면 강아지나 고양이들은 보통 봄과 가을철에 털갈이를 한다. 이 시기에는 평소보다 털이 더 많이 빠진다고.

하지만 털 관리를 해주면 털 날림을 줄일 수 있다는 것. 그렇다면 반려동물 털 관리는 어떻게 해야 할까.

털 관리를 위해 중요한 것은 빗질. 빗질은 반려동물과 유대관계를 쌓는데 좋고 털 빠짐을 최대한 방지할 수 있는 방법이다. 매일 빗질을 해서 죽은 털을 미리 제거해주자.

또한 목욕할 때 린스를 해주고 드라이를 통해 털이 완전히 마른 상태에서 빗질을 해준다.

피부가 건강하면 털 빠짐을 최소화 할 수 있다. 닭고기와 생선 등 동물성 단백질 제품을 급여해주면 좋다. 오메가3가 든 음식은 탈모예방에 도움이 된다고.

만병의 근원은 스트레스. 반려동물의 탈모도 스트레스가 원인일 수 있다. 산책을 자주 해주고 많이 놀아주면서 스트레스를 해소해주는 것도 한 방법.

실내외 온도차가 크지 않도록 유의하고 동물병원에서 정기 건강검진을 통해 관리를 해주는 것이 필요하다.

이지혁 굿케어동물의료센터 원장은 ""반려동물이 특정 한곳만 계속해서 털이 빠진다거나 유난히 털 날림이 심하다면 질병이 원인일 수 있다""며 ""증상이 계속된다면 검진을 받아 아픈 곳이 있는지 살펴보는 것이 좋다""고 말했다.[해피펫]"
https://n.news.naver.com/mnews/article/417/0000912488?sid=102,"""길고양이 밥주지 마""...진주 경상국립대 '동물학대' 논란","동물보호단체 ""수의대·동물의료원 갖춘 거점대학으로서 할일 아냐"" 경상대측 ""민원에 따라 조치한 것"", ""자진철거 안내했을 뿐 강요하지 않았다"" 경상국립대학교가 이른바 '동물학대' 논란에 휩싸였다. 최근 경상대측이","동물보호단체 ""수의대·동물의료원 갖춘 거점대학으로서 할일 아냐""
경상대측 ""민원에 따라 조치한 것"", ""자진철거 안내했을 뿐 강요하지 않았다""

지난 4일 진주 경상대 캠퍼스에서 한 학생이 길고양이와 단란한 시간을 보내고 있다./사진=머니S 임승제 기자
경상국립대학교가 이른바 '동물학대' 논란에 휩싸였다.

최근 경상대측이 '캣맘(길고양이를 돌보는 여성)'들을 향해 길고양이의 밥주기 금지와 급식 시설물, 집 철거를 통보하면서다.

경상대측은 최근 캣맘에게 수의과대학과 동물의료원이 위치한 느티마루 휴게소 인근에 있는 길고양이들의 밥주기 금지와 시설물(길고양이 집) 철거를 지시했다는 의혹을 받고 있다.

이에 동물보호단체와 캣맘들은 학교측이 길고양이에 대한 보호·관리 등 사후 대책 없는 강요를 요구하는 것은 '동물학대'라며 분노하고 있다.

이들은 학교측의 요구를 이해할 수 없다는 입장이다. 교내는 고양이들의 개체수가 늘어나 논란이 일고 있는 아파트 단지 등과는 차별된다는 점을 들었다.

캠퍼스 내에는 야밤에 고양이 울음소리로 인해 수면 방해를 받지 않을뿐만 아니라 TNR(중성화 수술)을 통한 개체수 감소에도 적극적으로 대처했다고 주장했다.

진주 경상대 캠퍼스 내에 캣맘들이 설치해 놓은 길고양이 급식 시설물과 집 전경(빨강점선 안). 최근 학교측의 요구로 시설물은 철거된 상태다./사진=(사)동물사랑연대 고사모 제공
특히 경상대는 수의과대학과 동물의료원 시설을 갖춘 도내 유일한 거점 대학으로서 길고양이를 방치할 것이 아니라 더 체계적인 관리 방안을 모색해야 할 책임이 전가되면서 비판을 자초했다는 지적이 따른다.

게다가 지난달 20일 경상대 수의대와 동물의료원이 (사)동물사랑연대 고사모(고양이를 사랑하는 모임)와 유기동물 복지와 보호를 위한 업무협약(MOU)을 체결한 사실이 알려지면서 동물보호단체로부터 강한 반발을 사고 있다.

정치권에서도 지난 4일 1000만 반려인 시대를 맞아 ""동물은 물건이 아니다""라며 민법 개정안을 이달중 심사처리할 것을 여·야간 합의까지 한 상태다.

(사)동물사랑연대 고사모(고양이를 사랑하는 모임) 김석수 이사장은 ""캣맘들이 수년째 자비로 밥을 주고 시설물을 마련해 길고양이를 돌봐주는 것은 물론 중성화 수술 등을 통해 개체수 감소에도 최선을 다하고 있었다""며 ""불현듯 학교측이 사료를 주지 말고 시설물을 철거하라면 길고양이들의 생명은 누가 담보하느냐""고 분통을 터뜨렸다.

지난 4일 고사모 회원들과 경상대 캠퍼스를 찾았다. 회원들은 이전과는 달리 길고양이들의 모습을 많이 찾아볼 수가 없다며 허탈함을 감추지 못하고 한숨을 내쉬었다.

캣맘들이 주기적으로 돌볼 땐 이곳엔 15여마리가 생활하고 있었지만 이날은 2~3마리 정도만 찾아볼 수 있었다. 이들은 행여나 길고양이들의 학대 행위가 행해지지 않았는지 내심 불안감을 감추지 못했다.

이날 길고양이에 따른 학교측의 피해 흔적은 전혀 찾아볼 수 없었다.

지난 4일 진주 경상대 캠퍼스에서 발견한 길고양이. 동물보호단체 회원들은 길고양이가 이전의 모습을 잃어버린 것 같다며 아쉬움을 드러냈다./사진=머니S 임승제 기자
반발은 여기서 그치지 않는다. 일부 교수들도 학교측의 대처에 한목소리로 비판했다.

길고양이를 직접 돌보고 있다는 A교수는 ""길고양이에 대한 학교측의 피해가 전혀 없는 상태인데도 굳이 급식을 중단하고 시설물을 철거하라고 하는 것에 대해 납득할 수 없다""고 말했다.

특히 ""거점 국립대로 수의대가 있는 대학으로서 길고양이에 대한 인식이 너무 부족한 것 같아 의아하다""고 덧붙였다.

또 다른 B교수는 ""다른 대학도 아니고 수의대와 동물의료원 시설을 갖추고 있는 거점 대학으로서 길고양이에 대해 밥 주기를 가로막고 시설물 철거를 강요한 것은 '동물학대' 논란을 자초한 것 같다""고 비판했다.

한 수의학과 교수는 ""잘못돤 것은 맞다. 총장을 비롯한 관련 교직원에게 건의하고 충분히 협의해 보겠다""고 밝혔다.

이에 대해 학교측은 '동물학대' 논란에 대해서는 선을 그었다.

동물보호단체들의 시설물 철거 강요 주장에 대해 관계자는 ""일부 학생들의 민원이 제기돼 조치한 상황이며, 국립대는 국유재산으로서 외부인이 캠퍼스내에 적치물을 설치하는 행위는 적절하지 않은 것 같아 철거를 요청했다""고 해명했다.

이어 ""캣맘들에게 적치물을 자진해서 철거하라고 안내를 한 것이지 강요한 것은 사실이 아니다""고 강조했다."
https://n.news.naver.com/mnews/article/032/0003217023?sid=102,"황성진 유기동물보호협회 대표 “산불 휩쓴 자리, 댕댕이들이 ‘희망의 씨앗’ 뿌려요”",몸에 작은 주머니를 매달고 산불 재해 지역을 누비는 ‘댕댕이’들이 있다. 개들이 움직일 때마다 그물망 주머니에서 더덕·도라지 등의 씨앗이 땅에 떨어지는데 한 번 활동에 나서면 40여마리가 함께한다. 화마가 휩쓸고,"‘산타독 프로젝트’ 봉사활동 첫선
주민들 요청 따라 더덕·도라지씨 등 몸에 주머니 매달고 뿌려
작년 4월부터 강릉 등에서 활약…“상처 회복에 도움 됐으면”
황성진 한국유기동물보호협회 대표는 “산타독 프로젝트를 통해 자연을 복구하고 반려견 문화를 제대로 알리려면 지자체들의 적극적인 참여가 필요하다”고 말했다. 조태형 기자


몸에 작은 주머니를 매달고 산불 재해 지역을 누비는 ‘댕댕이’들이 있다. 개들이 움직일 때마다 그물망 주머니에서 더덕·도라지 등의 씨앗이 땅에 떨어지는데 한 번 활동에 나서면 40여마리가 함께한다. 화마가 휩쓸고 간 황폐한 산과 들을 신나게 뛰어다니며 희망의 씨앗을 뿌리는 ‘산타독’들의 봉사활동이다.

산타독 프로젝트는 황성진 한국유기동물보호협회(AHA) 대표(51)가 국내에서 처음으로 선보였다. ‘타버린 산을 타는 개’라는 의미를 담은 산타독 이름도 황 대표가 직접 지었다.

지난 10일 서울 송파구에 있는 협회 사무실에서 만난 황 대표는 “반려견 봉사 하면 ‘견사 청소’를 주로 떠올리는데 새로운 형태의 봉사 문화를 만들고 싶어 산타독 프로젝트를 시작했다”며 “개들은 자유롭게 뛰어다닐 수 있고 땅에 떨어진 씨앗은 산의 재생을 돕는다”고 말했다.

황 대표는 사회관계망서비스(SNS)에 올라온 사진을 보고 산타독을 고안했다. 당시 사진은 2017년 칠레에서 발생한 산불로 손상된 숲을 살리기 위해 반려견들에 씨앗 가방을 매달고 산불 피해 지역을 뛰어다니게 한 모습이었다.

한국에서도 최근 산불 소식이 끊이지 않고 있다. 황 대표는 산불이 휩쓸고 간 자연과 지역 주민들의 상처 치유에 조금이라도 도움이 되길 바라는 마음에 산타독 프로젝트를 기획했다.

산타독들이 불탄 산과 들을 뛰어다니며 활동하고 있다. 한국유기동물보호협회 제공


산타독 프로젝트는 2020년 10월 강원 강릉의 한 야산에서 시작해 지난해 4월부터 본격적으로 진행하고 있다. 현재까지 강릉과 고성, 경북 안동 등 산불 재해 지역에 씨앗을 뿌렸다.

자원봉사자는 협회 홈페이지와 SNS를 통해 모집하는데 공고 10여분 만에 마감될 정도로 참여율이 높다. 반려견이 넓은 장소에서 맘껏 뛰어놀 수 있는 데다 재해 지역에도 도움이 돼 반려인들의 만족도가 높다고 황 대표는 전했다.

“초반에는 안전을 위해 전문가들을 초빙해 반려견들의 사회화 과정을 점검하고, 마을 주민이 개에 물리거나 참가자가 반려견을 잃어버리는 일이 없도록 울타리를 치기도 했어요. 지금은 어느 정도 횟수가 쌓여 운영에 자신감이 생겼어요.”

산타독들이 뿌리는 씨앗은 주민들 요청에 따라 도라지와 더덕·버섯 등으로 정했다. 이들 씨앗은 2년 뒤에는 채취할 만큼 자라 주민들의 부수입원이 될 수 있다.

산타독들이 불탄 산과 들을 뛰어다니며 활동하고 있다. 한국유기동물보호협회 제공


황 대표는 흩뿌린 씨앗들이 제대로 자라는지를 확인하기 위한 실험도 준비하고 있다. 올해 강릉시 옥계면 일대에서 반려견과 드론이 각각 도라지 씨앗을 뿌리고 2년 뒤 얼마나 잘 자라는지를 살펴본다는 계획이다.

황 대표는 “올해는 산타독 프로젝트를 10회 정도 진행할 예정인데 산을 선정하고 주민들의 협조를 구하는 것이 쉬운 일이 아니다”라며 “자연 복구뿐 아니라 산불에 대한 경각심과 반려견 문화를 제대로 알릴 수 있도록 지방자치단체들의 적극적인 참여가 필요하다”고 말했다.

황 대표는 산타독 외에 올해 협회에서 준비 중인 다양한 활동에도 관심을 부탁했다. 우선 다음달 문을 여는 온라인 플랫폼을 통해 동물 관련 단체들이 서로 소통할 수 있는 허브 역할을 해나가겠다고 했다. 경기 안성시 일죽면에 2만3140㎡(7000여평) 규모의 반려동물 테마파크도 조성 중이다. 개가 주인공인 ‘오구영화제’ ‘댕댕이 가요제’ 등 참여 프로그램과 댕댕이 수영장·온천 등 시설도 위탁 운영한다는 계획이다.

황 대표는 “즐거운 반려 문화를 알리고 반려인들이 참여할 수 있는 다채로운 콘텐츠를 만들어 보급할 계획”이라며 “지자체와 동물 관련 단체들이 시도해볼 수 있는 새로운 문화를 선도하는 역할을 하겠다”고 말했다."
https://n.news.naver.com/mnews/article/082/0001207260?sid=102,"부산 강아지 장례식장 펫로스케어, 부산여대 동물보건과와 산학협력 체결","부산 강아지 장례식장 펫로스케어(대표 조중헌)는 12일 부산여자대학교(총장 정영우)와 산학협력 협약식을 체결했다. 이날 협약식에는 펫로스케어 조중헌 대표와 홍주명 팀장, 부산여대 동물보건과 백승욱 학과장과 김상수","부산 강아지 장례식장 펫로스케어(대표 조중헌)는 12일 부산여자대학교(총장 정영우)와 산학협력 협약식을 체결했다.

이날 협약식에는 펫로스케어 조중헌 대표와 홍주명 팀장, 부산여대 동물보건과 백승욱 학과장과 김상수 교수가 참석했다.

이날 협약을 통해 펫로스케어는 부산여대 동물보건과의 산학연 연계 주문식 교육 과정을 이수한 학생에 대한 채용을 약속했다.

조 대표는 ""이번 협약으로 생명을 존중하는 전문 인력 양성에 더욱 힘쓰겠다""고 전했다.

한편, 부산여대 동물보건과는 현장과 동일한 '미러형 동물병원 실습실'을 구축해 양질의 교육 환경을 제공, 체계적인 이론 교육과 실습 교육으로 반려동물을 사랑하고 생명의 존엄성을 중시하며, 전문적인 지식과 실무능력을 갖춘 반려동물 전문가 양성을 목표로 하고 있다."
https://n.news.naver.com/mnews/article/119/0002702383?sid=103,“‘아저씨’에서 당당히 스태프로”…위험천만 촬영장에 필요한 ‘전문가’ [미디어와 동물권②],"“갑자기 다가오지 말고, 시간이 걸리더라도 천천히 다가와 주세요. 저에게는 첫인상이 제일 중요해요! 다짜고짜 손을 내밀지 말고, 저의 귀나 코 근처를 봐주세요.” 영화 ‘소울메이트’ 촬영 현장에서는 민용근 감독을","“‘강아지가 우선’” 강조한 영화 ‘멍뭉이’
드라마, 광고 현장 등 사각지대는 우려
[데일리안 = 장수정 기자] “갑자기 다가오지 말고, 시간이 걸리더라도 천천히 다가와 주세요. 저에게는 첫인상이 제일 중요해요! 다짜고짜 손을 내밀지 말고, 저의 귀나 코 근처를 봐주세요.”

영화 ‘소울메이트’ 촬영 현장에서는 민용근 감독을 비롯해 모든 스태프, 배우들이 함께 지켜야 하는 몇 가지 수칙들이 있었다. 주인공의 어린 시절을 연기한 아역 배우 김수형, 류지안을 향한 당부와 이들과 함께 등장하는 고양이 마루를 향한 주의사항이 모두에게 적용됐던 것이다. 앞서 언급한 두 가지 수칙 외에도 ‘이제 저랑 몇 번 얼굴을 마주쳤다면, 제 눈높이에서 저에게 말을 걸어주세요’ 등 마루의 특성을 고려한 섬세한 당부들이 이어졌다.

ⓒ영화 '멍뭉어' '소울메이트' 스틸
마루는 등장할 때마다 시선을 강탈하며 ‘소울메이트’만의 따뜻한 분위기를 더하지만, 그리 큰 비중을 차지하지는 않았다. 이에 ‘소울메이트’는 단순히 중요한 캐릭터를 보호하기 위함이 아닌, 현장에 있는 동물이 당연하게 보호받아야 할 권리를 다시금 되새겼다는 데 의미를 남겼다.

반려동물 인구가 1500만 명이 이르는 현재. 동물 또한 인권에 비견되는 권리를 가지고 있다는 ‘동물권’에 대한 인식이 점차 높아지고 있다. 물론 여전히 갈 길은 멀다. 그러나 이런 분위기는 동물이 등장하는 영화 또는 드라마들의 촬영 과정까지도 평가의 대상이 되는 쪽으로 확산하고 있다.

“지금은 동물들을 배려하고, 보호해야 한다는 인식들이 생겨났다”는 것이 다수의 의견이었다. 감독을 비롯해 메인 스태프들은 물론, 함께하는 수많은 스태프들까지. 자연스럽게 동물권에 대한 인식이 성장한 결과였다. 한 영화 제작사 관계자는 “아역들이 예전에는 현장에서 혼도 나면서 촬영을 했지만, 지금은 그런 모습을 찾아볼 수 없지 않나. 동물들 역시 마찬가지다. 이제는 인식들이 많이 변했다. 사극 영화에 등장하는 말들도 현장에서 전문가들이 함께 동행해 케어를 해 주신다”라고 말했다.

동물이 주인공인 영화에서는 소화해야 하는 분량도, 연기 난이도도 높아지는 만큼 더욱 철저한 관리를 받고 있다. 두 형제가 사랑하는 반려견 루니의 완벽한 집사를 찾기 위해 면접을 시작하며 만남을 이어가는 이 작품은 주인공 형제를 연기한 유연석, 차태현 외에도 루니를 비롯한 여러 강아지들이 주인공으로 등장한다.

이에 10년 이상 견공들의 콘텐츠 출연 및 촬영을 관리해 온 동물 에이전시 퍼펙트독의 권순호 대표가 이 영화에 등장하는 강아지들을 전부 책임졌다. 연기 지도는 물론, 현장의 날씨 및 카메라의 위치 등 여러 환경들을 고려해 강아지들이 최적화된 환경에서 촬영을 할 수 있도록 케어했다. 더운 여름에는 강아지들의 한낮 촬영을 배제했으며, 이들이 30분 이상 밖에 머무르지 않도록 촬영 시간을 최소화하는 등 그들의 스트레스까지도 꼼꼼하게 신경을 썼다.

물론 과거에도 동물들이 주인공인 작품에서는 전문가가 함께 동행해 여러 배려를 받으며 촬영하기는 했으나, 이번처럼 ‘슈퍼바이저’로 불리며 촬영 전 장소 헌팅까지 동행한 것은 드문 일이었다. 강아지가 촬영하기에 위험한 부분은 없는지, 프리 프로덕션 단계부터 함께하며 여러 요소들을 살핀 것이다.

권 대표는 “이번에는 감독님이나 제작진분들이 저와 같은 마음이었다. 모두가 ‘강아지를 우선시해야 한다’고 오히려 제가 요청을 받았다. 그런 마음들이 있어야 가능한 것”이라며 “과거에는 현장에서 ‘아저씨’라고 불리기도 했다. 그런데 이번에는 나의 역할이 ‘슈퍼 바이저’라고 해주시더라. 촬영 감독, 조명 감독, 미술 감독처럼 나도 한 명의 메인 스태프가 된 것이다. 강아지 연기 지도자라고 크레딧에 올라가곤 하지만, 사실 그냥 강아지를 지도하고, 돌보는 것과 ‘촬영 현장에서’ 강아지를 책임지는 것은 분명히 다르다”라고 전문가의 역할을 강조했다.

다만 이렇듯 시간과 공을 들여 촬영하는 영화 현장이 아닌, 적은 인력이 바쁘게 돌아가는 소규모 영화나 또는 쪽대본과 싸움하며 겨우 송출 시간을 맞추는 드라마 또는 동물에게 특정한 역할을 부여하는 것이 아닌, ‘예쁜 그림’을 원하는 광고 등 동물들이 배려받지 못하는 사각지대도 존재했다.

한 광고 관계자는 “광고 촬영의 경우 SNS를 통해 섭외를 하기도 한다. 이 경우 보호자가 동행하는데, 때에 따라선 보호자가 현장에 들어가지 못하는 경우도 생긴다. 만약 현장에 능숙한 전문가가 있었다면 ‘안 된다’고 했겠지만, 사정을 모르는 일반인들은 그냥 수용을 하게 된다. 동물을 괴롭히진 않더라도 섬세한 배려가 동반되지 못해 스트레스를 받을 것 같다는 생각을 한 적이 있다”고 말했다. 권 대표 또한 “촬영 현장에는 현장과 동물을 잘 아는 전문가가 필요하다. 동물들의 가능한 연기가 어디까지인지, 그럴 때 카메라 위치는 어떻게 돼야 하는지 등 전문가라서 알 수 있는 부분들이 있다”고 지적했다."
https://n.news.naver.com/mnews/article/003/0011800933?sid=100,"野 김민석 ""개식용 방지법 추진…손흥민 차별 예방법""","기사내용 요약 ""아이보다 반려동물 사진 더 많아"" ""대통령실 적극 협조할 거라 믿어"" [서울=뉴시스] 심동준 여동준 홍연우 기자 = 김민석 더불어민주당 정책위의장이 개식용 방지법을 추진하겠다고 밝혔다. 김","기사내용 요약
""아이보다 반려동물 사진 더 많아""
""대통령실 적극 협조할 거라 믿어""
[서울=뉴시스] 고범준 기자 = 더불어민주당이 13일 서울 여의도 국회에서 정책조정회의를 열고 있다. 2023.04.13. bjko@newsis.com
[서울=뉴시스] 심동준 여동준 홍연우 기자 = 김민석 더불어민주당 정책위의장이 개식용 방지법을 추진하겠다고 밝혔다. 김 정책위의장은 해당 법안에 대해 '손흥민 차별 예방법' 등으로 지칭했다.

김 정책위의장은 13일 민주당 정책조정회의에서 ""개식용 문제의 획을 그을 때가 됐다""며 ""반려동물 시대, 한류 시대이며 부산 엑스포 추진 및 각종 대형 행사가 줄 잇는 상황""이라고 말했다.

이어 ""손흥민에 대한 채별과 야유 소재가 된 빌미도 근절해야 한다""며 ""아이와 찍은 사진보다 반려동물과 찍은 사진을 SNS에 더 많이 올리는 시대에 개식용 논란은 끝내야 한다""고 했다.

그러면서 ""개 불법 사육, 도축, 식용을 금지하고 관련 상인의 안정적인 전업을 지원하는 특별법을 발의하고 통과시킬 것""이라고 밝혔다.

나아가 ""손흥민 차별 예방법이라고도 볼 수 있겠다""고 자평하면서 ""국격을 높이기 위한 사회적 합의를 만들어 가는데 정부여당, 특히 대통령실도 적극 협조할 것이라 믿는다""고 말했다．"
https://n.news.naver.com/mnews/article/009/0005115807?sid=102,"취업준비생 10명 중 6명, ‘이것’ 중요하게 생각한다",취업준비생들은 출근과 재택근무 병행이 가능하고 점심을 제공하는 기업을 선호하는 것으로 나타났다고 취업 플랫폼 잡코리아가 13일 밝혔다. 잡코리아는 최근 신입직 구직자 911명을 대상으로 취업하고 싶은 기업 유형을,"채용공고. 자료사진, 기사와 무관. [사진출처 = 연합뉴스]
취업준비생들은 출근과 재택근무 병행이 가능하고 점심을 제공하는 기업을 선호하는 것으로 나타났다고 취업 플랫폼 잡코리아가 13일 밝혔다.

잡코리아는 최근 신입직 구직자 911명을 대상으로 취업하고 싶은 기업 유형을 설문한 결과 이같이 나타났다고 말했다.

이상적인 근무 유형으로는 재택과 출근을 병행하는 하이브리드 근무 제도 시행을 꼽은 응답자가 64.7%로 3분의 2가량을 차지했다. 전사 사무실 출근(9.9%)이나 100% 재택근무(5.7%)에 대한 선호도는 모두 10% 미만이었다.

원하는 기업 복지(복수응답)는 중식 제공(62.0%)이 가장 많았고 당일 휴가·반차 사용 허용(52.5%), 자율출퇴근제 시행(48.7%) 등이 뒤를 이었다. 해외 워크숍·세미나 참석 기회 제공(18.4%), 사내 어린이집 운영(15.1%), 반려동물과 함께 출근 허용(4.6%) 등은 상대적으로 순위가 낮았다.

근무 장소로는 종로 3가, 고속터미널 등 지하철 요충지(28.9%)나 광화문, 여의도 등 오피스 밀집 지역(26.7%)을 선호하는 응답자가 절반 이상이었다.

이상적인 임직원 규모는 직원 수 100여명이 37.4%로 가장 많았다. 이어 300여명(23.4%), 50명 이하(20.9%), 500명 이상(18.3%) 순이었다."
